type-occurrence OR type-class,type-zone,1
token-none OR token-empty,pattern-shading,1
token-universe OR token-all,type-diagram,1
token-plus,tactic-join,0.25
token-minus,tactic-delete,0.25
token-union OR token-or,tactic-observe_union,0.75
token-intersection OR token-and,pattern-intersection,0.75
token-given OR token-if,pattern-inclusion,0.75
token-if AND (NOT token-given),pattern-inclusion,-0.25
token-equals,tactic-same_zone,0.5
