type-event,type-occurrence OR type-class,0.75
token-\emptyset,token-none OR token-empty,0.75
token-\Omega,token-universe OR token-all,0.75
token-\cup,token-plus,0.25
token-\setminus,token-minus,0.25
token-\cup,token-union OR token-or,0.75
token-\cap,token-intersection OR token-and,0.75
token-\bar,token-complement OR token-not,0.75
token-\Pr,token-probability,0.75
token-\mid,token-given OR token-if,0.75
tactic-calc,tactic-arithmetic_calculation,0.75
